EmployeeID,Date,FeedbackText,Sentiment_Score,Sentiment_Score_Normalized,Sentiment_Label
E082,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E082,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E082,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E083,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E083,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E083,2025-03-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E083,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E083,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E083,2025-06-30,There is a lack of communication from management.,0.0,0.5,Neutral
E083,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E083,2025-08-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E083,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E084,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E084,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E084,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E084,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E084,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E084,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E084,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E084,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E084,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E085,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E085,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E085,2025-03-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E085,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E085,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E085,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E085,2025-07-31,There is a lack of communication from management.,0.0,0.5,Neutral
E085,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E085,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E086,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E086,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E086,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E086,2025-04-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E086,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E086,2025-06-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E086,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E086,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E086,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E087,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E087,2025-02-28,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E087,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E087,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E087,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E087,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E087,2025-07-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E087,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E087,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E088,2025-01-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E088,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E088,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E088,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E088,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E088,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E088,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E088,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E088,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E089,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E089,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E089,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E089,2025-04-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E089,2025-05-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E089,2025-06-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E089,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E089,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E089,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E090,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E090,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E090,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E090,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E090,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E090,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E090,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E090,2025-08-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E090,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E091,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E091,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E091,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E091,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E091,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E091,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E091,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E091,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E091,2025-09-30,There is a lack of communication from management.,0.0,0.5,Neutral
E092,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E092,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E092,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E092,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E092,2025-05-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E092,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E092,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E092,2025-08-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E092,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E093,2025-01-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E093,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E093,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E093,2025-04-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E093,2025-05-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E093,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E093,2025-07-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E093,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E093,2025-09-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E094,2025-01-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E094,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E094,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E094,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E094,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E094,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E094,2025-07-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E094,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E094,2025-09-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E095,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E095,2025-02-28,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E095,2025-03-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E095,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E095,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E095,2025-06-30,Great collaboration across departments.,0.8,0.9,Positive
E095,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E095,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E095,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E096,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E096,2025-02-28,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E096,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E096,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E096,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E096,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E096,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E096,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E096,2025-09-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E097,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E097,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E097,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E097,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E097,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E097,2025-06-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E097,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E097,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E097,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E098,2025-01-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E098,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E098,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E098,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E098,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E098,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E098,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E098,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E098,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E099,2025-01-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E099,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E099,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E099,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E099,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E099,2025-06-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E099,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E099,2025-08-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E099,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E100,2025-01-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E100,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E100,2025-03-31,There is a lack of communication from management.,0.0,0.5,Neutral
E100,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E100,2025-05-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E100,2025-06-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E100,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E100,2025-08-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E100,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E101,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E101,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E101,2025-03-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E101,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E101,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E101,2025-06-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E101,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E101,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E101,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E102,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E102,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E102,2025-03-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E102,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E102,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E102,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E102,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E102,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E102,2025-09-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E103,2025-01-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E103,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E103,2025-03-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E103,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E103,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E103,2025-06-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E103,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E103,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E103,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E104,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E104,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E104,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E104,2025-04-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E104,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E104,2025-06-30,I enjoy coming to work every day.,0.4,0.7,Positive
E104,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E104,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E104,2025-09-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E105,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E105,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E105,2025-03-31,There is a lack of communication from management.,0.0,0.5,Neutral
E105,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E105,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E105,2025-06-30,There is a lack of communication from management.,0.0,0.5,Neutral
E105,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E105,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E105,2025-09-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E106,2025-01-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E106,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E106,2025-03-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E106,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E106,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E106,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E106,2025-07-31,Great collaboration across departments.,0.8,0.9,Positive
E106,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E106,2025-09-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E107,2025-01-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E107,2025-02-28,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E107,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E107,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E107,2025-05-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E107,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E107,2025-07-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E107,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E107,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E108,2025-01-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E108,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E108,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E108,2025-04-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E108,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E108,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E108,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E108,2025-08-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E108,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E109,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E109,2025-02-28,The expectations are unclear for my role.,0.0,0.5,Neutral
E109,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E109,2025-04-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E109,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E109,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E109,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E109,2025-08-31,Great collaboration across departments.,0.8,0.9,Positive
E109,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E110,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E110,2025-02-28,Work processes are okay but could be improved.,0.5,0.75,Positive
E110,2025-03-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E110,2025-04-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E110,2025-05-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E110,2025-06-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E110,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E110,2025-08-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E110,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E111,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E111,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E111,2025-03-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E111,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E111,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E111,2025-06-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E111,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E111,2025-08-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E111,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E112,2025-01-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E112,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E112,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E112,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E112,2025-05-31,Great collaboration across departments.,0.8,0.9,Positive
E112,2025-06-30,The expectations are unclear for my role.,0.0,0.5,Neutral
E112,2025-07-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E112,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E112,2025-09-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E113,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E113,2025-02-28,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E113,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E113,2025-04-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E113,2025-05-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E113,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E113,2025-07-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E113,2025-08-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E113,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E114,2025-01-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E114,2025-02-28,I enjoy coming to work every day.,0.4,0.7,Positive
E114,2025-03-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E114,2025-04-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E114,2025-05-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E114,2025-06-30,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E114,2025-07-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E114,2025-08-31,I enjoy coming to work every day.,0.4,0.7,Positive
E114,2025-09-30,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E115,2025-01-31,Great collaboration across departments.,0.8,0.9,Positive
E115,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E115,2025-03-31,I enjoy coming to work every day.,0.4,0.7,Positive
E115,2025-04-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E115,2025-05-31,I enjoy coming to work every day.,0.4,0.7,Positive
E115,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E115,2025-07-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E115,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E115,2025-09-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E116,2025-01-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E116,2025-02-28,Great collaboration across departments.,0.8,0.9,Positive
E116,2025-03-31,Great collaboration across departments.,0.8,0.9,Positive
E116,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E116,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E116,2025-06-30,Great collaboration across departments.,0.8,0.9,Positive
E116,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E116,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E116,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E117,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E117,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E117,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E117,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E117,2025-05-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E117,2025-06-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E117,2025-07-31,I enjoy coming to work every day.,0.4,0.7,Positive
E117,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E117,2025-09-30,Great collaboration across departments.,0.8,0.9,Positive
E118,2025-01-31,There is a lack of communication from management.,0.0,0.5,Neutral
E118,2025-02-28,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E118,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E118,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E118,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E118,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E118,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E118,2025-08-31,The expectations are unclear for my role.,0.0,0.5,Neutral
E118,2025-09-30,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E119,2025-01-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E119,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E119,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E119,2025-04-30,I enjoy coming to work every day.,0.4,0.7,Positive
E119,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E119,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E119,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E119,2025-08-31,My tasks are repetitive but manageable.,-0.25,0.375,Negative
E119,2025-09-30,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E120,2025-01-31,Workload feels overwhelming lately.,0.1,0.55,Neutral
E120,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E120,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E120,2025-04-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E120,2025-05-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E120,2025-06-30,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E120,2025-07-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E120,2025-08-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E120,2025-09-30,Workload feels overwhelming lately.,0.1,0.55,Neutral
E121,2025-01-31,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E121,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E121,2025-03-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E121,2025-04-30,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E121,2025-05-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E121,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E121,2025-07-31,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E121,2025-08-31,Limited opportunities for career growth.,-0.07142857142857142,0.464,Neutral
E121,2025-09-30,Work processes are okay but could be improved.,0.5,0.75,Positive
E122,2025-01-31,I enjoy coming to work every day.,0.4,0.7,Positive
E122,2025-02-28,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E122,2025-03-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E122,2025-04-30,Great collaboration across departments.,0.8,0.9,Positive
E122,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E122,2025-06-30,There is a lack of communication from management.,0.0,0.5,Neutral
E122,2025-07-31,Work processes are okay but could be improved.,0.5,0.75,Positive
E122,2025-08-31,"The work environment is fine, nothing special.",0.3869047619047619,0.693,Positive
E122,2025-09-30,I enjoy coming to work every day.,0.4,0.7,Positive
E123,2025-01-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
E123,2025-02-28,I feel motivated by the team and our goals.,0.0,0.5,Neutral
E123,2025-03-31,Deadlines are unrealistic and stressful.,-0.5,0.25,Negative
E123,2025-04-30,The manager gives constructive feedback regularly.,0.0,0.5,Neutral
E123,2025-05-31,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E123,2025-06-30,The workload is manageable and leadership is supportive.,0.5,0.75,Positive
E123,2025-07-31,I feel neither satisfied nor dissatisfied.,0.5,0.75,Positive
